Rank,Artist Name,WF Score,Country,Type,Genre Tags,Primary Language,English Ratio,Last.fm Listeners,Last.fm Plays,Size Category,Estimated Tracks,Albums,EPs,Singles,Latest Release Date,Active Since,Score: Popularity,Score: English,Score: Tracks,Score: Active,Score: Genre,Score: Country,MusicBrainz ID,Last.fm URL,Status
146,Pyhimys,77,Finland,Person,"pop rap, hip hop",fin,9%,49463,5777028,wf_sweet_spot,156,15,1,1,2021-07-23,1981,25,10,15,4,15,8,d6241926-6d71-443b-a28e-4fa1e11ab59b,https://www.last.fm/music/Pyhimys,
147,Sadistik Forest,77,Finland,Group,"post hardcore, progressive metal, sludge metal, thrash metal, metal, black metal, deathcore, doom",eng,100%,2078,33019,small,40,3,2,0,2021-05-28,2007,15,20,15,4,15,8,20afa94c-adcb-4aff-beae-e86cf5f57b90,https://www.last.fm/music/Sadistik+Forest,
148,Tuomari Nurmio,77,Finland,Person,"finnish, experimental rock, rock",fin,12%,44883,1171945,wf_sweet_spot,250,25,0,0,2022-09-02,1950,25,10,15,4,15,8,1fb517fd-25e4-4f71-9967-6e2674c781ed,https://www.last.fm/music/Tuomari+Nurmio,
149,KYPCK,76,Finland,Group,doom metal,unknown,0%,32820,1449637,wf_sweet_spot,53,5,0,3,2023-08-18,2007,25,8,15,8,12,8,995cad33-034c-4aa0-ac5b-b2d5b654c5ff,https://www.last.fm/music/KYPCK,
150,Käärijä,76,Finland,Person,"alternative rap, eurovision 2023 artists",fin,35%,308958,12943939,big,51,2,2,21,2025-03-21,1993,8,15,15,15,15,8,7d863b14-ff39-49e0-9efc-956e15769457,https://www.last.fm/music/K%C3%A4%C3%A4rij%C3%A4,
151,Paleface,76,Finland,Person,"hip hop rnb and dance hall, finnish, hip hop, political hip hop",fin,43%,126691,2995275,big,146,13,1,11,2025-04-16,1978,8,15,15,15,15,8,fda150d3-bb17-4f8e-bb0c-52f0da218ba8,https://www.last.fm/music/Paleface,
152,Vladislav Delay,76,Finland,Person,"electroacoustic, downtempo, glitch, dub techno, ambient, ambient dub, power noise",fin,33%,145851,2020487,big,230,23,0,0,2025-12-31,1976,8,15,15,15,15,8,039cafb3-4f3d-44a9-b956-7705323f025b,https://www.last.fm/music/Vladislav+Delay,
153,Amorphis,75,Finland,Group,"melodic death metal, progressive metal, metal, finnish, death metal, clean vocals, melodic, symphonic metal",eng,100%,559223,45011939,too_big,250,25,0,0,2025-09-24,1990,2,20,15,15,15,8,efaefde1-e09b-4d49-9d8e-b1304d2ece8d,https://www.last.fm/music/Amorphis,
154,Animal Genie,75,Finland,Person,"indie pop, bedroom pop, alternative rock, indie rock, neo-psychedelia, dream pop, psychedelic rock",eng,100%,100,1066,too_small,20,1,1,5,2024-10-01,1992,5,20,15,12,15,8,90a345e6-00df-4c6c-84e9-f8ca16232a85,https://www.last.fm/music/Animal+Genie,
155,Lala Salama,75,Finland,Group,"indie rock, shoegaze",fin,20%,4061,63160,small,18,1,1,3,2025-03-21,,15,10,15,15,12,8,defbcce5-e467-4d4e-99f0-91624086b340,https://www.last.fm/music/Lala+Salama,
156,Lordi,75,Finland,Group,"metal, finnish, hard rock, speed metal, eurovision, esc",eng,100%,576844,18284364,too_big,221,20,4,1,2025-03-21,1996,2,20,15,15,15,8,b5b4ba6e-6e34-4669-a33b-0d813b4c3d83,https://www.last.fm/music/Lordi,
157,Pepe Deluxé,75,Finland,Group,"art pop, trip hop, finnish, scandinavian, european",eng,100%,102721,1048398,big,100,9,0,10,2024-06-21,1995,8,20,15,12,12,8,04fa6faa-6b42-4c7a-b1db-9aa20b7e4853,https://www.last.fm/music/+noredirect/Pepe+Delux%C3%A9,
158,Sodiac,75,Finland,Person,"trance, pop, drum and bass, dance, electro, techno, electronica, indie dance",eng,100%,826,6597,too_small,15,1,1,0,2024-09-06,,5,20,15,12,15,8,9530e613-1a9f-45c5-9abe-988fa54e6c81,https://www.last.fm/music/Sodiac,
159,Super8 & Tab,75,Finland,Group,"trance, edm",eng,100%,203978,2865052,big,195,15,9,0,2024-10-21,2005,8,20,15,12,12,8,c54d9d94-e94f-4d8d-850d-1c314bd4ee15,https://www.last.fm/music/Super8+&+Tab,
160,The Rasmus,75,Finland,Group,"rock, alternative rock, funk rock, pop rock, symphonic rock, gothic rock, pop and chart, eurovision 2022 artists",eng,100%,1169053,32416395,too_big,167,14,4,7,2025-10-10,1994,2,20,15,15,15,8,012e3432-71d3-4317-9ce5-b60cb6cdc38f,https://www.last.fm/music/The+Rasmus,
161,Winning Team,75,Finland,Group,big room house,eng,100%,14480,89958,wf_sweet_spot,8,0,0,8,2022-05-06,,25,20,10,4,8,8,f6b67f08-0c37-49c6-9804-94f689a265de,https://www.last.fm/music/Winning+Team,
162,idealism,75,Finland,Person,"downtempo, instrumental, hip hop, lo-fi, boom bap, chillwave, instrumental hip hop, lo-fi hip hop",eng,96%,586731,10781989,too_big,85,4,6,15,2025-02-21,,2,20,15,15,15,8,44ade048-ea16-4161-abb6-7794ebefad19,https://www.last.fm/music/idealism,
163,Insomnium,74,Finland,Group,"melodic death metal, metal, death metal, doom metal, neofolk",eng,100%,280920,26996125,big,135,10,5,10,2023-11-03,1997,8,20,15,8,15,8,c1f8e226-75ea-4fe6-83ce-59c122bcbca4,https://www.last.fm/music/Insomnium,
164,Jukio Kallio,74,Finland,Person,"_edit, edm, vgm, video game music",eng,96%,110723,1290605,big,154,9,12,4,2025-10-09,,8,20,15,15,8,8,3caee508-608d-4d6b-96d4-cf8349d62f09,https://www.last.fm/music/Jukio+Kallio,
165,Kalmah,74,Finland,Group,"melodic death metal, death metal",eng,100%,303889,16134437,big,110,10,1,5,2023-05-24,1998,8,20,15,8,15,8,8d5291bc-e960-428a-9004-b5ab9c171dd2,https://www.last.fm/music/Kalmah,
166,Kuollut,74,Finland,Person,"electronic, ambient, witch house",eng,100%,1683,20000,small,10,1,0,0,2021-04-14,,15,20,12,4,15,8,cdaa87f2-bbdc-4103-ae2d-0e9d39d0b8a9,https://www.last.fm/music/Kuollut,
167,Muffler,74,Finland,Person,"electronic, dubstep, drum and bass",eng,100%,142621,1636593,big,225,20,5,0,2023-07-10,,8,20,15,8,15,8,efc210f8-46a2-43e1-8b17-9da31f721ca4,https://www.last.fm/music/Muffler,
168,Neljä Ruusua,74,Finland,Group,finnish,fin,8%,72320,1963635,wf_sweet_spot,217,20,3,2,2022-12-02,1982,25,10,15,4,12,8,b74cb0c9-86fe-426c-9d3b-f07f6a2936d5,https://www.last.fm/music/+noredirect/Nelj%C3%A4+Ruusua,
169,Rajaton,74,Finland,Group,"a cappella, jazz",fin,25%,35142,729524,wf_sweet_spot,186,18,0,6,2022-11-28,1997,25,10,15,4,12,8,52a9e588-8c75-4270-9842-09ec83e51571,https://www.last.fm/music/Rajaton,
170,Teemu Viinikainen,74,Finland,Person,jazz fusion,eng,82%,3254,12366,small,90,9,0,0,2022-12-16,1975,15,20,15,4,12,8,c5ef7d7f-3769-4392-8a06-8e9327a88554,https://www.last.fm/music/Teemu+Viinikainen,
171,The 69 Eyes,74,Finland,Group,"rock, metal, finnish, gothic metal, hard rock, gothic, garage rock, gothic rock",eng,100%,461479,19996018,big,235,22,3,0,2023-04-21,1989,8,20,15,8,15,8,ba1384a7-8b0e-4ea6-bf0c-f1ec17a06d14,https://www.last.fm/music/The+69+Eyes,
172,Lavis,73,Finland,Person,hip hop,fin,36%,1931,100520,small,190,13,12,0,2023-10-19,,15,15,15,8,12,8,a8fa7329-85c7-404a-9e54-058589466972,https://www.last.fm/music/LAViS,
173,Markku Ounaskari,73,Finland,Person,"jazz fusion, jazz, free jazz",eng,67%,169,2251,too_small,70,7,0,0,2025-05-02,1967,5,15,15,15,15,8,348b7805-9a0b-404d-bca7-387a2c24590f,https://www.last.fm/music/Markku+Ounaskari,
174,…and Oceans,73,Finland,Group,"industrial metal, metal, black metal, melodic black metal, symphonic black metal",eng,68%,524,14609,too_small,149,13,3,4,2025-05-23,1995,5,15,15,15,15,8,284460fc-c58a-4214-b81c-299a66bbd786,https://www.last.fm/music/%E2%80%A6And+Oceans,
175,Apocalyptica,72,Finland,Group,"instrumental, metal, finnish, seen live, instrumental rock, cello, symphonic metal, alternative metal",eng,96%,1640444,70079138,too_big,222,21,2,2,2024-06-07,1993,2,20,15,12,15,8,788ad31c-bf0c-4a31-83f8-b8b130d79c76,https://www.last.fm/music/Apocalyptica,
176,H-M O,72,Finland,Person,"noise, ambient, experimental, drone",eng,71%,174,993,too_small,205,16,9,0,2024-09-13,,5,20,15,12,12,8,036775b1-ceac-43f5-846a-4507b487f0fd,https://www.last.fm/music/H-M+O,
177,Marko Laine,72,Finland,Person,"dance, techno",eng,100%,762,3785,too_small,23,0,4,3,2024-04-24,,5,20,15,12,12,8,64ace577-8404-4f6c-a6ef-9428d4b80296,https://www.last.fm/music/Marko+Laine,
178,Nightwish,72,Finland,Group,"progressive metal, metal, finnish, gothic metal, power metal, melodic, female vocals, symphonic metal",eng,96%,1813341,183996233,too_big,250,25,0,0,2024-09-20,1996,2,20,15,12,15,8,00a9f935-ba93-4fc8-a33a-993abe9c936b,https://www.last.fm/music/Nightwish,
179,Oddland,72,Finland,Group,progressive metal,unknown,0%,9852,147679,wf_sweet_spot,42,3,2,2,2022-03-11,2003,25,8,15,4,12,8,097a546b-8a74-4000-822a-9ebf20a22667,https://www.last.fm/music/Oddland,
180,Okra Playground,72,Finland,Group,"electronic, folk, world fusion",fin,33%,3352,46233,small,30,3,0,0,2022-10-28,2010,15,15,15,4,15,8,77fdf2fc-ded8-4470-a554-01b4235ee7af,https://www.last.fm/music/Okra+Playground,
181,Pepe Ahlqvist,72,Finland,Person,blues,eng,81%,892,7376,too_small,135,13,1,0,2024-11-24,1956,5,20,15,12,12,8,7a78e7cc-0ac1-4334-ad53-9c79838dcedb,https://www.last.fm/music/Pepe+Ahlqvist,
182,Sonata Arctica,72,Finland,Group,"finnish, power metal, finlandia",eng,100%,761769,72439056,too_big,226,21,3,1,2024-03-08,1999,2,20,15,12,15,8,319b1175-ced9-438f-986b-9239c3edd92d,https://www.last.fm/music/Sonata+Arctica,
183,Bert,71,Finland,Person,"lo-fi hip hop, instrumental hip hop, lo-fi, downtempo, instrumental, boom bap, hip hop, chillwave",eng,100%,180027,1082881,big,13,1,0,3,2023-09-15,,8,20,12,8,15,8,0c7253e0-5f8d-4107-bec4-c031adede2be,https://www.last.fm/music/Bert,
184,Moonshine Mojo,71,Finland,Group,"blues, delta blues, blues rock, rock",eng,100%,175,1826,too_small,25,2,1,0,2023-06-16,,5,20,15,8,15,8,4f2bcb63-a0d9-4f7e-a735-402f575f2d4b,https://www.last.fm/music/Moonshine+Mojo,
185,Stam1na,71,Finland,Group,"heavy metal, technical thrash metal, progressive metal",fin,8%,136068,16878665,big,155,14,1,10,2026-02-20,1996,8,10,15,15,15,8,f74c7996-4c0b-4ebd-b1e7-219e21c41286,https://www.last.fm/music/Stam1na,
186,Celestial Alignment,70,Finland,Person,"lo-fi hip hop, hip hop, chillwave, downtempo, instrumental, boom bap, instrumental hip hop, lo-fi",eng,100%,195930,1365298,big,16,1,1,1,2021-02-05,,8,20,15,4,15,8,a09c6127-7522-404b-b521-d226045af128,https://www.last.fm/music/Celestial+Alignment,
187,Impaled Nazarene,70,Finland,Group,"metal, black metal, death, sex, politics, violence, nuclear war, satanism",eng,100%,153207,6833611,big,210,17,8,0,2021-05-25,1990,8,20,15,4,15,8,2228019e-67b4-4d2e-a101-f2d5dcaf892f,https://www.last.fm/music/Impaled+Nazarene,
188,Jimi Tenor,70,Finland,Person,"electronic, finnish, electronica, ambient techno, european, warp",eng,88%,155387,1426420,big,230,23,0,0,2022-06-24,1965,8,20,15,4,15,8,41521210-ef91-49cc-9b0b-55ca8f9f053c,https://www.last.fm/music/Jimi+Tenor,
189,Kisu,70,Finland,Person,"singer-songwriter, iskelmä",fin,17%,8908,148941,wf_sweet_spot,120,12,0,0,2021,1951,25,10,15,4,8,8,f19af358-b342-4892-8576-df62218cef7c,https://www.last.fm/music/Kisu,
190,Warmen,69,Finland,Group,"melodic death metal, power metal",unknown,0%,110976,2078006,big,99,9,0,9,2025-08-15,2000,8,8,15,15,15,8,6b3a7975-fc3a-404b-a13e-66c223cd2a31,https://www.last.fm/music/Warmen,
191,Darude,68,Finland,Person,"euro-trance, electronic, trance, finnish",eng,100%,1229080,10114205,too_big,91,6,3,16,2023-11-03,1975,2,20,15,8,15,8,9ffad8aa-b671-4a9a-a527-a95bdaaa0ec4,https://www.last.fm/music/Darude,
192,Jarkka Rissanen,68,Finland,Person,"rock, blues",eng,83%,171,918,too_small,110,11,0,0,2023-12-01,1956,5,20,15,8,12,8,bb7f4808-a712-4477-a0ab-b1e1327fa8a3,https://www.last.fm/music/Jarkka+Rissanen,
193,Oranssi Pazuzu,68,Finland,Group,"metal, finnish, black metal, experimental, psychedelic rock, psychedelic, abstract, avant-garde metal",fin,5%,120623,3780714,big,93,8,2,3,2024-10-11,2007,8,10,15,12,15,8,e9d2cdf6-d485-4074-9a53-9990c9a4d8b1,https://www.last.fm/music/Oranssi+Pazuzu,
194,Axeslaughter,67,Finland,Group,"death metal, thrash metal, death, gore",eng,88%,208,2767,too_small,120,7,10,0,2022-07-20,2006,5,20,15,4,15,8,e247baec-e50c-48c0-81ad-433e01692939,https://www.last.fm/music/Axeslaughter,
195,Kilta,67,Finland,,"philosophical paganism, folk metal, anti-christianity, black metal, heavy metal",eng,86%,272,5370,too_small,70,7,0,0,2022-04-13,1999,5,20,15,4,15,8,4b33de2a-4b48-479e-a479-2a552b181d4c,https://www.last.fm/music/Kilta,
196,M,65,Finland,Person,art pop,fin,14%,415581,4667702,big,50,5,0,0,2024-03-01,,8,10,15,12,12,8,c4077d8b-44ea-4195-9c9f-53b83e21d057,https://www.last.fm/music/M,
197,22‐Pistepirkko,64,Finland,Group,"rock, indie rock, finland",eng,92%,142,1830,too_small,194,17,4,4,2022-10-06,1980,5,20,15,4,12,8,32b698aa-0bf8-4783-88f0-0758b8543cbd,https://www.last.fm/music/22%E2%80%90Pistepirkko,
198,Mika Kallio,64,Finland,Person,"jazz fusion, free jazz",eng,75%,135,1088,too_small,90,9,0,0,2022-06-17,1974,5,20,15,4,12,8,6e28074f-977a-4e41-93fa-aca8b5e4b5e9,https://www.last.fm/music/Mika+Kallio,
199,Poets of the Fall,64,Finland,Group,"alternative metal, alternative rock, pop rock, rock",eng,100%,625059,35209829,too_big,145,12,3,10,2022-04-29,2002,2,20,15,4,15,8,482a5456-7d8a-4366-a2e9-6f38853df632,https://www.last.fm/music/Poets+of+the+Fall,
200,Stratovarius,64,Finland,Group,"metal, finnish, power metal, finland, neo-classical metal, scandinavia, scandinave, scandinavie",eng,100%,641186,31011621,too_big,250,25,0,0,2022-09-21,1984,2,20,15,4,15,8,c3d6fdd5-67c5-453e-87e3-d17a00a52879,https://www.last.fm/music/Stratovarius,
201,Sunrise Avenue,64,Finland,Group,"finnish, pop rock",eng,100%,536882,14021669,too_big,144,12,3,9,2021-04-09,2002,2,20,15,4,15,8,fa57d5dc-bcfa-40ea-9638-3d3cd89d1258,https://www.last.fm/music/Sunrise+Avenue,
202,Tenhi,64,Finland,Group,"neofolk, dark folk",fin,21%,118545,6459241,big,95,8,3,0,2023-06-09,1996,8,10,15,8,15,8,ae79e6ff-72ce-4877-a0dc-dc2a5c1ad407,https://www.last.fm/music/Tenhi,
203,Tim Eric,64,Finland,Person,"uplifting trance, trance, melodic trance, house, tech house, techno, vocal trance, edm",eng,100%,548,1736,too_small,23,2,0,3,2021-10-22,,5,20,15,4,12,8,5301ee00-af7a-4732-8f89-2be53302fcb2,https://www.last.fm/music/Tim+Eric,
204,tomppabeats,64,Finland,Person,"hip hop, chillwave, instrumental hip hop, lo-fi, lo-fi hip hop, downtempo, instrumental, boom bap",eng,100%,589023,14391845,too_big,66,4,5,1,2022-08-11,1997,2,20,15,4,15,8,50e66415-ca79-4f18-9ba2-3b893b0fd32c,https://www.last.fm/music/TomppaBeats,
205,Rene Kita,63,Finland,Person,"noise, experimental",eng,100%,236,1523,too_small,40,4,0,0,2024-08-12,,5,20,15,12,3,8,9b98c718-6f3f-4f1b-bb81-a5f6838efa3d,https://www.last.fm/music/Rene+Kita,
206,Korpiklaani,62,Finland,Group,"metal, finnish, folk metal, finlandia",fin,17%,587872,38611037,too_big,169,16,0,9,2024-04-05,2003,2,10,15,12,15,8,50eec634-7c42-41ee-9b1f-b41d9ca28b26,https://www.last.fm/music/Korpiklaani,
207,Team Play,61,Finland,Group,indie folk,eng,100%,408,1799,too_small,12,1,0,2,2022-06-03,,5,20,12,4,12,8,49348b42-c48a-4926-8240-511d5cae6fff,https://www.last.fm/music/Team+Play,
208,Apulanta,60,Finland,Group,"rock, alternative rock, punk, finland, pop rock",fin,12%,145288,12482178,big,245,24,1,0,2022-10-14,1991,8,10,15,4,15,8,d3fa206b-a8ff-4b53-a0e2-83aa19a40c66,https://www.last.fm/music/Apulanta,
209,Babes in the Abyss,60,Finland,Group,"lo-fi, metal, diy, dark, experimental, primitive",eng,100%,112,661,too_small,25,1,3,0,2022-10-17,2016,5,20,15,4,8,8,29450ef7-e9aa-4781-b5d9-1c636cf71bf5,https://www.last.fm/music/Babes+in+the+Abyss,
210,Joa,60,Finland,Person,"pop, dance, house, electronica, edm, melodic techno, melodic house, finnish hip hop",unknown,0%,17240,80294,wf_sweet_spot,0,0,0,0,,,25,8,1,3,15,8,9f086e18-0bca-4487-8980-1c9471f22582,https://www.last.fm/music/Joa,
211,VVOV,59,Finland,Group,"electronic, darksynth, black metal, electro-industrial, synthwave",eng,61%,473,11667,too_small,86,5,4,16,2022-08-10,2018,5,15,15,4,12,8,d0097e19-adba-4711-912a-fd8aedf9a03b,https://www.last.fm/music/Vvov,
212,Marvin,57,Finland,Person,drum and bass,unknown,0%,33639,352182,wf_sweet_spot,0,0,0,0,,,25,8,1,3,12,8,8fc4ce95-c22d-44bb-ab55-a3fe06860153,https://www.last.fm/music/Marvin,
213,Norma John,57,Finland,Group,soul,unknown,0%,11306,105176,wf_sweet_spot,0,0,0,0,,2008,25,8,1,3,12,8,5bed8f00-c5a0-4c3f-8baf-72a3ccde6e1f,https://www.last.fm/music/Norma+John,
214,Danny,53,Finland,Person,,fin,4%,128658,1679528,big,250,25,0,0,2021-10-29,1942,8,10,15,4,8,8,d04be83f-4330-4144-9c63-078087706582,https://www.last.fm/music/Danny,
215,Ari Pulkkinen,50,Finland,Person,"vgm, video game music",unknown,0%,147712,1661779,big,173,16,2,3,2023-08-31,1982,8,8,15,8,3,8,fc14934c-5c14-4b3e-ba9a-76af9117e6a8,https://www.last.fm/music/Ari+Pulkkinen,
216,Crucify the Faith,50,Finland,Group,"melodic metalcore, melodic death metal",unknown,0%,2547,14360,small,0,0,0,0,,2014,15,8,1,3,15,8,a9b77dac-9014-47c0-beb9-2b37a81370ff,https://www.last.fm/music/Crucify+The+Faith,
217,Sami Kujala,50,Finland,Person,"rock, pop, jazz, folk, hip hop, funk, afro-american",unknown,0%,0,0,small,0,0,0,0,,,15,8,1,3,15,8,ceb96db3-6054-4f75-be14-c95913a65b62,,
218,Spotless Souls,40,Finland,Group,"alternative rock, shoegaze, ambient, indie rock, soul",unknown,0%,245,637,too_small,0,0,0,0,,2023,5,8,1,3,15,8,dc90fdee-a9c9-4ac3-8fc3-8ca9551d053c,https://www.last.fm/music/Spotless+Souls,
219,Bronco,36,Finland,Person,drum and bass,unknown,0%,179397,2717213,big,0,0,0,0,,,8,8,1,3,8,8,8b60a5a3-6ab2-40bc-bbc1-4e4bc331bc67,https://www.last.fm/music/Bronco,
220,Sound Explosion Band,33,Finland,Group,reggae,unknown,0%,394,1632,too_small,0,0,0,0,,,5,8,1,3,8,8,11f4c470-e143-477f-bcb4-43225448ff3e,https://www.last.fm/music/Sound+Explosion+Band,
221,Maj Mason,28,Finland,Person,"dark synth, industrial, dark industrial, synthwave, finland",unknown,0%,43,86,too_small,0,0,0,0,,,5,8,1,3,3,8,2939228b-3e74-4dc1-b19e-51f940656aa5,https://www.last.fm/music/Maj+Mason,
